numenq,man,age98,country_birth,region_school,location,urban_area,sch_lev,age_jun_hs,origin_father,origin_mother,occup_father,occup_mother
701799,0,25,0,72,1,7,7,11,0,0,4,3
701800,1,25,0,93,1,3,7,11,0,0,5,5
701803,0,23,0,11,1,1,7,11,0,0,4,4
701805,0,26,25,82,1,2,7,13,25,25,6,5
701812,0,25,0,22,1,1,7,11,0,0,3,5
701813,1,27,0,25,1,7,6,11,0,0,3,3
701820,0,25,0,93,1,7,7,11,0,0,2,2
701821,0,27,0,93,1,3,7,11,1,1,6,5
701822,0,23,0,72,1,7,6,11,0,0,5,5
701828,0,29,0,52,1,7,7,11,0,0,5,3
701831,1,27,0,93,1,3,7,10,12,0,5,3
701833,1,24,0,41,1,7,7,11,0,0,3,3
701834,0,24,0,11,1,1,7,11,0,0,2,5
701840,1,26,0,31,1,7,6,11,0,0,2,2
701843,0,24,0,21,1,7,7,11,0,0,3,3
701847,1,25,0,74,1,7,7,11,0,0,1,7
701849,1,27,0,82,1,2,7,11,0,0,3,5
701851,0,26,0,11,1,1,7,11,0,0,3,3
701852,1,29,0,82,1,7,7,11,0,0,99,7
701853,0,23,0,83,1,7,7,11,0,0,4,5
701856,0,25,0,93,1,1,7,11,0,0,3,5
701860,1,23,0,24,1,7,7,11,0,0,3,5
701862,1,27,0,31,1,4,7,10,0,0,3,5
701863,1,23,0,31,1,4,7,10,0,0,3,3
701865,1,26,0,24,1,7,7,11,1,1,3,5
701866,1,26,0,11,1,1,7,11,0,0,2,5
701869,1,24,30,93,1,7,7,11,0,0,3,3
701870,0,25,0,11,1,1,7,11,0,0,3,5
701872,0,30,0,52,1,7,7,11,0,0,3,5
701875,1,26,0,93,1,3,7,11,0,0,5,3
701880,1,25,0,21,1,1,7,11,0,0,99,3
701887,0,35,0,41,1,7,7,11,0,0,5,5
701889,0,28,0,93,1,3,5,11,9,9,6,7
701892,1,24,0,21,1,7,7,11,0,0,4,3
701895,0,23,0,72,1,7,6,10,0,0,1,99
701896,1,26,0,83,1,1,7,10,0,0,4,5
701901,0,22,0,54,1,7,6,11,0,0,6,5
701905,1,30,0,91,1,7,7,11,0,1,99,5
701906,1,33,0,42,1,7,7,11,0,0,5,5
701908,1,23,0,93,1,6,7,11,17,0,5,5
701911,1,30,0,41,1,7,7,11,0,0,4,4
701913,0,24,0,21,1,7,6,11,0,0,6,5
701914,0,26,0,24,1,7,7,11,0,0,3,3
701915,1,24,0,26,1,7,6,11,0,0,2,5
701923,0,24,0,11,1,1,6,11,0,0,99,3
701930,1,23,0,31,1,2,7,11,0,22,3,5
701931,1,30,0,41,1,7,7,11,0,0,5,5
701932,0,32,0,25,1,7,7,11,0,0,4,5
701934,0,28,0,11,1,1,7,11,0,0,3,99
701937,0,27,0,11,1,1,7,11,0,0,3,5
701941,0,24,0,93,1,6,7,11,0,0,3,5
701942,0,27,0,93,1,7,7,11,0,0,3,3
701943,0,30,0,21,1,7,7,10,0,0,4,4
701944,0,34,31,11,1,1,7,11,31,31,99,7
701945,1,24,0,82,1,7,7,11,0,0,5,3
701946,0,25,0,72,1,7,7,11,0,0,6,3
701951,1,29,0,83,1,7,7,11,0,0,99,7
701952,1,23,0,11,1,7,7,11,0,0,4,5
701953,0,24,0,23,1,7,6,11,0,0,99,4
701955,0,23,0,72,1,7,7,11,0,0,3,3
701957,1,24,0,52,1,1,7,11,0,0,5,5
701963,1,24,0,82,2,7,7,11,12,0,3,5
701964,0,31,0,11,1,1,7,11,0,0,4,3
701966,0,34,0,25,1,7,7,11,0,0,5,6
701967,0,31,0,41,1,7,7,11,0,0,5,2
701971,0,24,0,91,1,7,7,11,0,0,3,7
701977,1,32,0,11,1,1,7,11,12,0,5,5
701978,0,29,0,52,1,7,7,11,0,0,3,5
701979,0,23,0,11,1,7,7,11,0,0,99,99
701981,0,22,0,93,1,3,7,10,0,0,3,3
701983,0,24,0,91,2,7,7,11,0,0,1,7
701984,0,30,0,11,1,1,7,11,0,0,5,99
701989,1,23,0,11,1,2,7,11,0,0,3,7
701990,1,25,0,11,1,1,7,9,0,0,3,3
701991,1,23,0,93,1,7,5,9,0,0,2,7
701993,1,25,0,93,1,3,7,11,0,0,6,5
701994,1,24,0,43,1,7,7,11,0,0,6,6
701996,1,33,0,11,1,1,7,11,0,0,5,5
701999,1,26,0,93,1,7,7,11,0,0,3,3
702000,0,22,0,93,1,3,7,11,0,0,2,5
702007,1,24,0,93,1,7,7,10,0,0,2,5
702010,1,31,0,11,1,1,7,11,0,0,3,5
702013,0,28,0,73,1,5,7,11,0,0,3,3
702016,1,29,0,93,1,6,6,11,12,0,5,5
702018,1,23,0,82,1,2,7,11,1,0,5,5
702019,1,23,0,83,1,7,7,11,0,0,3,5
702022,0,23,0,41,1,7,7,11,0,0,2,3
702024,1,25,0,93,1,3,7,11,0,0,5,5
702025,0,32,0,11,1,1,7,10,1,0,99,3
702026,0,29,0,82,1,7,7,11,0,0,3,5
702028,1,24,0,91,1,7,6,11,0,0,3,5
702029,1,25,1,25,1,7,7,11,1,1,6,5
702050,1,29,0,11,1,2,7,11,0,0,3,3
702052,0,26,0,52,1,7,7,10,0,0,5,5
702056,0,25,0,23,1,7,7,11,0,0,3,3
702059,0,22,0,22,1,7,7,10,0,0,1,7
702064,1,25,0,53,1,7,7,11,0,0,2,2
702072,1,27,0,31,1,4,7,11,0,0,6,6
702073,0,25,0,41,1,7,7,11,0,0,6,5
702074,1,27,0,11,1,1,7,11,0,0,3,7
702079,1,24,0,22,1,1,7,11,0,0,3,3
702083,0,25,0,93,1,3,7,10,0,17,3,5
702085,0,29,0,93,1,7,7,11,0,1,2,7
702087,1,24,0,42,1,7,7,11,0,0,6,5
702088,1,30,0,74,1,7,7,11,0,4,3,7
702093,0,24,0,74,1,7,7,11,0,0,5,5
702096,0,28,0,52,1,7,7,11,0,0,3,3
702098,1,27,0,11,1,1,7,11,0,0,3,3
702101,1,23,0,74,1,7,7,11,0,0,5,99
702103,0,23,0,11,1,1,7,11,0,0,3,3
702107,0,25,0,26,1,7,7,11,0,0,5,5
702108,0,25,0,91,1,1,7,11,0,0,3,3
702109,1,30,0,73,1,2,7,11,0,0,5,5
702112,0,24,0,52,1,1,7,11,26,26,2,5
702113,1,23,0,43,1,1,7,11,0,0,2,2
702115,1,24,0,26,1,7,7,11,0,0,2,4
702116,0,29,0,41,1,7,7,11,0,0,6,7
702118,0,26,0,11,1,1,6,11,0,0,3,5
702119,0,24,0,11,1,1,7,10,0,0,3,3
702120,1,22,0,52,1,7,7,10,0,0,3,5
702125,1,28,0,83,1,7,7,11,0,0,5,5
702128,1,29,0,42,1,7,7,11,0,0,3,3
702129,0,24,0,24,1,7,7,11,0,0,2,2
702130,1,25,0,24,1,7,7,11,0,0,4,5
702132,1,24,0,11,1,1,7,11,0,0,3,3
702135,1,26,0,93,1,6,7,11,0,0,2,5
702142,0,27,5,11,1,1,7,11,6,5,5,5
702144,1,28,0,11,1,1,7,11,0,2,3,7
702148,0,22,0,83,2,7,6,11,0,0,4,2
702153,0,23,0,26,1,7,7,11,0,0,5,5
702156,1,23,0,82,2,7,7,11,0,0,4,5
702158,1,28,29,11,1,1,7,11,0,29,3,5
702159,1,23,0,24,1,7,7,11,0,0,3,5
702160,0,23,0,82,1,7,7,11,0,0,3,3
702162,0,24,0,25,1,7,7,11,0,0,3,4
702168,0,26,0,11,1,1,7,11,0,0,3,3
702170,1,27,0,72,1,5,7,11,0,0,3,5
702171,0,19,0,11,1,7,7,10,0,0,3,3
702172,1,23,0,83,1,7,7,10,0,0,1,2
702173,1,26,0,72,1,7,7,11,0,0,3,4
702181,1,27,0,42,1,7,7,11,0,0,5,5
702186,1,24,0,11,1,1,7,11,0,0,3,7
702188,1,28,0,91,1,7,7,11,0,0,3,3
702190,0,26,0,31,1,4,6,11,0,0,2,7
702191,0,24,0,52,1,7,7,11,0,0,3,5
702197,1,30,0,11,1,1,7,11,0,0,3,5
702201,1,24,0,82,1,7,7,11,0,0,4,3
702205,0,25,0,93,1,1,7,11,0,0,4,2
702206,0,26,0,25,1,7,7,11,0,0,4,5
702207,0,19,0,11,1,1,7,11,0,2,3,4
702208,1,24,0,42,1,7,7,11,0,0,5,4
702209,0,27,0,93,1,3,7,11,0,0,3,5
702211,1,31,0,93,1,3,7,11,0,0,5,5
702212,1,35,1,41,1,7,7,11,1,1,2,5
702214,0,30,0,42,1,7,7,11,0,0,99,7
702216,1,23,0,11,1,1,7,10,0,0,3,3
702217,1,24,0,26,1,7,7,11,0,0,3,3
702218,0,24,0,11,1,1,7,11,0,0,4,5
702221,0,24,31,93,1,1,6,11,31,31,3,3
702223,0,27,0,93,1,6,7,12,0,0,5,5
702228,0,23,0,93,1,7,7,11,0,0,5,4
702230,0,25,33,31,1,4,7,11,4,0,3,5
702232,1,26,0,26,1,7,7,13,0,0,3,5
702233,0,23,0,93,1,3,7,10,0,0,3,4
702234,0,25,0,93,1,3,7,11,0,0,3,3
702238,0,26,0,11,1,1,7,11,1,0,5,5
702239,1,25,0,25,1,7,7,11,0,0,5,5
702241,0,24,0,82,1,2,7,10,0,0,5,99
702242,0,27,0,11,1,1,7,11,0,0,3,3
702246,1,23,0,11,1,1,7,11,0,0,5,5
702249,0,32,0,11,1,7,7,11,0,0,4,5
702250,1,26,0,53,1,7,6,12,0,0,3,4
702253,1,20,0,11,1,1,7,11,0,0,3,3
702258,1,31,0,11,1,1,7,11,0,0,4,7
702259,0,31,0,52,1,7,7,11,0,0,3,5
702262,1,25,0,82,1,2,7,11,0,0,5,7
702268,0,23,0,26,1,7,7,11,0,0,4,99
702273,0,28,0,73,4,7,7,11,0,0,3,3
702274,0,26,0,82,1,7,7,10,0,0,2,5
702277,1,25,0,21,1,7,5,11,0,0,1,6
702279,0,35,0,73,1,7,7,11,0,0,99,3
702280,1,25,0,72,1,7,7,11,0,0,3,3
702281,1,25,0,52,1,7,7,11,0,0,99,5
702282,1,23,0,83,1,7,7,11,0,0,3,5
702285,1,28,0,53,1,7,7,11,0,0,3,5
702290,1,23,0,82,1,7,7,11,0,0,5,5
702292,0,25,0,73,1,5,7,11,0,32,2,5
702295,0,26,0,11,1,7,7,11,33,33,3,5
702296,0,26,0,53,1,7,6,11,0,0,3,2
702301,0,23,0,54,1,7,7,11,0,0,5,99
702302,1,27,0,93,1,6,7,11,23,0,2,5
702310,1,25,0,22,1,7,7,11,0,0,4,5
702313,0,27,0,74,1,7,7,10,0,0,2,5
702315,1,24,0,82,1,6,7,10,0,0,3,5
702318,0,23,0,11,1,1,7,11,0,0,3,5
702321,0,24,0,26,2,7,7,11,0,29,3,7
702322,0,26,0,11,1,7,7,11,0,0,2,3
702323,1,23,0,42,1,7,7,11,0,0,3,5
702324,1,34,0,53,1,7,7,11,0,0,2,5
702327,0,25,0,11,1,1,7,10,0,0,99,3
702328,1,27,0,93,1,6,7,11,1,0,3,5
702330,0,27,0,42,1,7,7,11,2,0,2,2
702338,0,23,0,26,1,1,7,11,28,23,5,5
702353,0,23,0,52,1,7,7,11,0,0,3,7
702355,1,28,0,25,1,7,7,11,0,0,5,5
702357,1,24,0,93,1,6,7,11,0,0,3,3
702360,1,22,0,43,4,7,6,11,0,0,2,3
702363,0,24,0,25,1,7,6,11,0,0,5,4
702366,1,23,0,41,1,7,7,11,0,12,6,6
702369,1,24,0,42,1,7,7,11,0,0,4,5
702379,0,31,0,83,1,7,7,11,0,0,2,5
702381,1,24,0,93,1,3,7,11,0,0,4,4
702383,0,32,0,21,1,7,7,11,0,0,5,3
702384,0,24,0,53,99,99,7,11,0,0,3,3
702390,0,23,0,43,1,7,7,11,0,0,1,5
702391,0,22,0,31,1,4,7,10,0,0,3,5
702393,0,25,0,11,1,1,7,11,0,0,3,5
702397,0,27,0,11,1,1,7,11,0,0,5,5
702409,0,24,0,11,1,1,6,11,0,0,99,7
702411,1,30,0,24,1,6,7,11,0,0,5,7
702413,0,26,0,72,2,7,7,10,0,0,3,3
702414,1,25,0,93,1,1,7,11,0,0,3,3
702415,0,26,21,93,1,6,7,10,0,0,3,3
702420,0,24,0,25,1,7,7,11,19,19,6,5
702421,0,23,0,24,1,7,5,11,25,0,5,5
702425,1,24,0,73,1,5,7,11,0,0,1,1
702430,1,29,0,82,1,7,7,11,0,0,4,7
702434,1,31,0,93,1,3,7,11,0,0,3,3
702436,0,23,0,26,2,7,5,11,0,0,2,2
702438,1,28,0,11,1,1,7,11,19,19,6,5
702440,0,29,0,53,1,7,7,11,0,0,5,5
702443,1,24,0,93,1,7,7,11,0,0,6,5
702447,1,26,0,11,4,7,6,11,30,30,3,5
702448,1,25,0,53,1,7,7,11,0,0,5,5
702449,0,26,0,93,1,7,7,11,0,0,4,5
702452,1,28,0,72,1,7,7,11,9,0,99,5
702453,0,25,0,11,1,1,7,11,0,0,4,3
702454,0,23,0,11,1,1,7,10,31,0,2,5
702455,0,28,0,93,1,3,7,11,0,23,4,7
702456,1,26,0,93,1,6,7,11,0,0,1,3
702458,1,29,0,83,2,7,7,11,0,0,4,5
702461,1,31,0,11,1,3,7,11,25,25,3,3
702462,0,33,0,26,1,7,7,10,0,0,3,3
702468,0,25,0,74,1,7,7,11,0,0,3,5
702470,0,28,0,72,1,7,7,11,0,0,3,5
702476,0,26,0,93,1,3,7,11,0,0,99,5
702477,0,24,0,93,1,6,7,11,0,0,4,5
702479,0,30,0,82,1,7,7,11,0,0,6,6
702483,1,29,0,54,1,7,7,11,0,0,2,7
702484,1,33,0,11,1,1,7,11,0,0,2,2
702488,0,25,0,93,1,3,7,11,0,0,4,7
702489,0,30,0,11,1,7,7,11,0,0,5,5
702490,0,25,0,22,1,7,7,11,0,0,3,5
702492,0,27,0,11,1,1,7,11,0,0,3,7
702494,1,23,0,31,4,7,7,11,0,0,3,4
702499,0,30,0,11,1,1,7,11,0,0,99,2
702502,0,24,0,11,1,1,7,10,0,1,3,3
702511,1,23,0,73,1,7,7,11,0,0,1,4
702514,1,24,0,93,1,1,7,11,0,0,3,3
702516,0,24,0,54,1,7,7,11,0,0,4,3
702518,1,25,0,53,1,7,7,11,0,0,3,3
702519,1,23,0,22,1,7,7,11,1,0,3,2
702521,0,31,26,11,4,7,7,9,26,26,3,5
702525,1,23,0,26,1,7,7,11,0,0,5,5
702526,1,25,0,23,1,7,7,11,0,0,5,5
702527,1,25,0,11,1,1,7,11,0,0,3,5
702534,1,23,0,11,1,7,7,11,0,0,3,4
702539,1,23,0,93,1,7,7,11,23,0,5,3
702541,1,30,0,22,1,7,7,11,0,0,3,5
702542,1,29,0,41,1,7,7,10,0,0,2,2
702550,0,24,0,54,1,7,7,11,0,0,3,3
702551,0,26,0,25,1,7,7,11,0,0,3,5
702552,0,26,0,72,1,7,7,11,0,0,3,5
702553,1,30,30,24,1,7,7,11,1,0,3,3
702557,1,27,0,11,1,1,7,11,0,0,2,5
702559,1,29,0,11,1,1,7,11,0,0,5,5
702560,1,24,0,41,1,7,7,11,0,0,3,4
702562,0,27,0,72,1,1,7,11,0,0,3,5
702564,1,27,0,31,99,99,7,11,0,0,4,3
702567,0,22,30,93,2,7,5,11,17,0,5,7
702570,1,23,0,52,1,7,7,11,0,0,3,5
702572,0,25,0,11,1,1,6,11,0,0,3,3
702575,0,27,0,73,1,5,7,11,0,0,2,5
702577,0,25,0,72,1,7,7,10,0,0,4,5
702585,0,22,0,82,1,2,7,11,0,0,5,3
702589,1,24,0,31,1,7,7,11,0,0,6,5
702594,0,23,0,74,1,7,7,11,9,0,3,7
702595,1,23,0,72,1,7,7,11,0,0,3,5
702599,0,28,0,82,1,3,7,10,0,0,4,5
702602,1,26,0,31,2,7,7,11,0,0,4,5
702603,0,33,17,41,1,7,7,11,31,31,3,7
702604,1,29,0,93,1,3,7,10,0,0,3,3
702608,0,28,0,72,1,7,7,11,0,9,4,2
702609,0,24,0,93,1,6,7,10,0,0,3,5
702612,1,24,0,11,1,1,7,11,0,1,3,7
702613,1,29,0,91,1,7,7,11,0,0,3,7
702615,0,23,0,22,2,7,7,11,0,0,6,6
702616,1,29,0,24,1,7,7,11,0,0,4,5
702617,1,24,0,31,1,7,7,11,0,0,3,5
702619,0,25,0,93,1,6,7,11,0,0,2,2
702621,1,25,0,31,1,4,7,11,12,0,5,5
702631,1,22,0,93,1,6,7,10,0,0,4,5
702633,0,24,0,21,1,7,7,11,0,0,3,3
702638,0,24,0,31,1,4,7,11,0,0,3,3
702642,1,27,0,11,1,7,7,11,0,0,3,3
702643,1,28,0,82,1,7,7,9,0,0,2,2
702644,1,24,0,11,1,1,6,11,0,0,2,2
702645,0,26,0,11,1,1,7,11,0,0,3,5
702646,1,31,0,11,1,1,7,11,0,0,4,3
702648,1,33,0,11,1,1,7,9,25,25,3,3
702649,0,23,0,11,1,1,7,10,0,0,99,3
702652,0,22,0,24,1,7,5,11,0,0,3,5
702658,1,24,0,43,1,7,7,11,0,0,3,5
702659,0,24,0,93,1,3,7,11,1,0,3,5
702660,1,29,0,42,1,7,7,10,0,0,3,3
702668,1,23,0,74,1,7,7,11,0,0,4,5
702669,0,24,0,22,1,7,7,11,0,0,3,5
702671,0,26,0,41,1,7,7,11,2,0,5,5
702675,1,25,0,82,1,1,7,12,0,0,5,5
702676,1,28,0,73,1,5,7,10,0,0,3,3
702679,0,24,0,93,1,1,7,11,0,0,3,7
702682,1,23,0,42,1,7,7,11,0,0,5,5
702683,1,24,0,43,4,7,7,11,0,0,3,4
702684,1,34,0,26,1,2,7,11,0,0,4,3
702685,1,27,0,93,4,7,7,11,0,0,4,5
702686,1,30,0,26,2,7,7,11,0,0,2,7
702688,1,24,0,41,1,7,7,11,0,0,3,3
702694,1,25,0,74,1,1,7,11,0,0,3,5
702697,1,32,0,53,1,7,7,11,0,0,3,2
702702,0,28,0,82,1,2,7,11,0,0,2,2
702712,1,23,0,83,1,7,7,11,0,0,99,2
702716,1,30,0,72,1,7,7,11,0,0,99,5
702718,0,28,0,21,1,7,7,11,0,0,5,3
702719,1,24,0,43,1,7,7,11,9,0,5,5
702720,0,30,0,42,1,7,7,11,0,0,4,3
702724,0,28,0,24,1,7,7,11,0,0,3,3
702728,1,30,0,42,1,7,7,11,1,0,3,5
702738,0,26,0,26,1,7,7,11,30,0,2,4
702739,0,24,0,24,1,7,7,11,0,0,3,5
702740,1,34,0,11,1,1,7,11,0,0,3,7
702741,0,25,0,93,4,7,7,11,0,0,3,2
702743,0,24,0,74,1,7,7,11,0,0,6,4
702744,0,23,0,11,1,1,7,10,0,4,5,3
702745,0,23,0,11,1,1,6,10,0,0,4,4
702747,1,26,0,83,1,7,7,11,0,0,6,5
702750,0,26,0,11,1,7,7,11,0,0,1,7
702751,0,27,0,82,1,7,7,11,0,0,5,3
702752,1,31,0,26,1,7,7,11,0,0,3,7
702753,1,22,1,43,1,7,7,11,0,0,3,5
702759,1,23,0,21,1,7,7,11,0,0,1,5
702761,0,24,0,93,1,6,7,11,0,0,3,4
702766,1,23,0,11,1,7,7,11,0,0,3,3
702767,1,30,21,93,1,7,7,13,21,21,6,5
702771,0,21,0,43,1,7,6,10,0,0,3,5
702775,1,30,0,53,1,1,7,10,0,0,3,3
702776,0,32,0,91,1,7,7,11,0,0,99,4
702779,1,29,0,11,1,1,7,11,0,0,3,3
702781,0,25,0,82,1,5,7,11,1,29,2,5
702782,0,23,0,11,1,1,7,11,0,0,4,5
702784,1,27,0,31,1,4,6,11,0,0,99,5
702786,0,26,0,72,1,7,7,11,0,0,3,3
702787,0,27,0,93,1,7,6,11,1,23,4,3
702789,0,30,0,31,1,4,7,11,0,0,6,5
702792,0,26,0,11,1,1,7,11,0,0,2,3
702793,1,26,0,93,4,7,7,11,0,0,3,5
702795,0,26,0,11,1,1,7,10,0,0,3,3
702796,1,24,0,11,1,1,7,11,0,0,3,3
702800,0,29,0,21,1,7,7,11,0,0,3,5
702802,0,28,0,11,1,1,7,11,0,0,3,3
702805,0,24,0,82,1,7,7,11,0,0,3,3
702808,0,26,0,11,1,1,7,11,0,0,4,4
702809,0,25,0,11,1,1,7,10,0,0,3,4
702817,1,26,0,26,1,7,7,11,0,0,3,3
702818,0,27,0,72,1,7,7,10,0,0,3,3
702819,0,22,0,93,1,3,7,10,0,0,4,5
702820,0,28,0,82,1,7,7,11,0,0,99,5
702821,0,24,0,93,1,7,7,11,2,0,4,5
702823,1,25,0,93,4,7,7,11,0,0,99,3
702824,1,23,0,93,2,7,7,11,9,0,4,4
702827,1,25,0,53,1,7,7,11,1,23,5,5
702831,1,26,0,25,1,7,7,11,0,0,5,5
702832,1,28,0,41,1,7,7,11,0,0,4,5
702835,1,28,0,54,1,1,7,11,0,0,99,5
702839,1,27,0,93,1,6,7,10,0,0,3,3
702840,1,28,0,11,1,1,7,11,0,0,3,3
702841,0,26,0,73,1,7,7,11,0,0,4,5
702843,1,24,0,93,1,3,7,11,0,0,5,5
702845,0,33,0,74,1,7,7,11,0,0,3,5
702847,1,27,0,93,1,7,7,10,0,0,99,2
702848,1,24,1,93,1,6,7,11,1,1,6,7
702849,0,24,0,52,1,7,7,10,0,0,3,3
702858,0,28,0,23,1,7,7,11,0,0,2,2
702859,1,24,0,73,1,7,7,11,0,0,3,3
702861,1,24,0,83,1,7,7,11,0,0,4,5
702862,1,34,0,11,1,1,7,11,0,0,3,5
702864,1,19,0,11,1,3,7,11,0,0,99,5
702866,0,25,0,93,1,7,5,11,0,0,2,7
702867,1,27,0,11,1,1,7,11,0,0,5,7
702872,1,25,0,93,99,99,7,11,0,0,3,4
702876,0,27,0,11,1,1,7,11,1,20,3,3
702878,0,26,0,11,1,1,7,12,0,3,3,7
702879,1,26,0,43,1,7,7,11,0,0,5,5
702881,0,24,0,11,1,1,7,10,0,0,3,3
702882,0,30,0,11,1,1,7,11,0,0,99,2
702886,1,30,0,11,1,7,7,11,0,0,3,5
702887,0,25,0,41,1,7,7,11,0,0,2,4
702891,1,28,0,73,1,5,7,11,0,0,2,5
702892,0,26,0,91,1,7,7,11,0,0,2,3
702904,1,20,0,25,1,7,5,11,0,0,4,5
702908,0,23,0,72,1,7,7,11,0,0,2,3
702910,1,24,0,93,1,3,7,11,0,0,3,3
702917,1,28,0,53,1,7,7,11,0,0,99,99
702919,0,27,0,72,2,7,7,11,0,0,1,1
702920,0,23,0,26,2,7,7,10,0,0,3,5
702922,0,32,0,11,1,7,7,11,23,0,2,5
702925,1,33,0,11,1,1,7,11,0,0,3,5
702926,0,26,0,93,1,6,7,11,30,15,3,3
702929,0,25,0,11,1,1,7,11,19,19,6,7
702930,0,27,0,82,1,2,7,10,0,0,2,5
702931,1,21,0,26,1,7,5,11,0,0,6,7
702933,1,26,0,31,1,7,7,11,0,0,3,3
702934,0,27,0,83,1,7,7,10,0,0,2,3
702935,0,26,0,82,1,1,7,11,19,19,99,5
702939,1,29,0,21,1,7,7,11,0,0,5,7
702941,1,25,0,11,1,1,7,11,0,0,5,7
702945,0,24,0,25,1,7,6,11,0,0,3,5
702946,1,30,0,11,1,1,7,11,0,0,3,7
702947,1,22,0,31,1,4,7,10,0,0,3,3
702951,1,23,0,11,1,1,7,10,0,0,3,3
702952,0,25,0,82,1,2,7,11,0,0,6,5
702953,1,25,0,93,1,3,7,11,0,0,3,4
702955,1,24,0,24,1,7,7,12,0,0,2,5
702956,1,25,0,11,1,1,7,11,0,0,3,3
702959,1,24,0,82,1,7,7,10,0,0,4,4
702960,0,24,0,82,1,7,7,12,0,0,3,3
702961,1,32,0,23,1,7,6,11,28,0,3,5
702962,1,26,33,41,1,1,7,11,0,0,3,5
702963,1,30,0,53,1,7,7,11,0,0,5,7
702964,0,24,33,31,1,7,7,11,0,33,2,5
702969,1,30,0,53,1,7,7,11,0,0,99,5
702976,0,23,0,82,1,7,7,11,0,0,3,5
702978,1,24,0,82,1,2,7,11,0,0,4,5
702980,0,26,0,25,1,7,7,11,0,0,99,5
702983,0,24,0,93,1,7,7,11,12,0,4,4
702984,1,24,0,22,1,1,7,11,0,0,3,3
702994,1,31,0,42,1,7,7,12,99,0,99,6
703001,1,23,0,41,1,7,7,11,0,2,3,3
703003,0,27,0,11,1,1,7,11,0,0,4,5
703014,1,26,0,93,1,1,7,12,0,0,99,3
703020,1,25,0,11,1,1,6,11,0,0,99,3
703023,0,24,0,43,1,7,5,11,0,0,4,7
703025,1,23,0,74,1,7,7,11,0,0,4,5
703026,0,25,0,41,1,7,7,11,0,2,5,4
703028,1,23,0,23,99,99,7,11,0,0,4,3
703030,0,23,0,82,1,7,7,10,0,0,3,4
703031,1,23,0,52,1,7,7,11,0,0,2,5
703033,1,29,0,83,1,7,7,11,0,0,4,5
703037,0,26,0,11,1,1,7,11,0,0,3,4
703038,1,27,0,82,1,7,7,11,0,0,3,3
703046,0,22,0,21,1,7,7,11,0,0,1,1
703048,0,26,0,82,1,2,6,11,0,0,99,5
703050,0,23,0,11,1,1,7,11,0,1,5,5
703051,0,29,0,41,1,7,7,11,0,0,1,3
703054,1,24,0,93,1,1,7,11,0,0,3,5
703055,1,31,0,72,99,99,7,11,0,0,3,7
703062,1,25,0,25,1,7,7,11,0,0,4,2
703064,0,30,0,93,1,3,7,11,0,0,5,5
703070,1,32,0,41,1,7,7,10,0,0,4,2
703073,0,25,0,11,1,1,6,11,0,0,3,2
703077,0,32,0,11,2,7,7,11,0,0,4,5
703079,0,30,0,82,1,7,7,11,0,0,3,5
703080,1,25,0,73,1,7,7,11,0,17,3,5
703084,1,24,0,23,1,1,7,10,0,0,1,7
703085,1,31,0,24,1,7,7,12,0,0,99,99
703086,1,25,0,11,1,7,6,11,0,0,6,5
703087,1,29,0,25,1,7,7,11,0,0,3,3
703091,0,23,0,93,2,7,7,10,0,0,3,5
703092,1,28,0,53,1,7,7,11,0,0,4,5
703093,0,25,0,25,1,7,7,11,0,0,4,5
703094,1,28,0,11,1,1,7,11,0,0,3,3
703095,1,29,0,93,1,7,7,11,0,0,3,4
703098,1,31,0,53,2,7,7,11,0,0,2,3
703100,1,25,0,25,2,7,7,11,99,99,99,99
703102,0,28,0,11,1,1,6,11,0,0,5,7
703103,1,23,0,53,1,7,7,11,0,0,5,5
703108,1,25,0,31,1,7,7,11,0,0,99,2
703109,0,23,0,24,1,7,7,11,0,0,3,5
703111,0,30,0,11,1,1,7,11,0,29,5,2
703114,0,24,0,11,1,7,7,11,0,0,2,5
703119,1,23,0,22,1,1,7,11,0,0,2,5
703121,1,28,0,11,1,1,7,11,0,0,3,4
703123,1,25,0,93,1,3,7,11,0,0,2,7
703129,0,23,0,83,1,7,7,11,0,2,3,3
703132,0,23,0,82,1,2,7,11,0,0,4,7
703135,1,27,0,23,1,7,7,11,0,0,3,5
703136,0,25,0,53,1,7,6,11,0,0,3,4
703137,0,25,0,43,1,6,7,11,0,12,5,3
703144,0,25,0,91,1,7,7,11,0,0,99,99
703149,1,23,0,21,1,7,7,11,0,0,4,6
703150,0,26,0,22,1,7,7,11,0,0,2,3
703156,0,33,0,11,1,1,7,11,0,0,99,3
703160,0,33,0,53,1,7,7,11,0,0,3,6
703162,1,23,0,11,1,7,7,11,0,0,2,3
703163,1,23,0,52,2,7,7,11,0,0,5,5
703164,1,29,0,93,1,7,7,10,17,0,6,5
703165,1,23,0,52,1,7,7,11,1,1,5,5
703168,1,26,0,53,1,7,7,11,0,0,3,2
703171,0,30,0,25,1,7,7,11,0,0,3,5
703174,1,29,0,11,1,1,7,11,0,0,3,5
703181,1,26,0,91,1,7,7,11,0,0,3,5
703182,1,29,0,11,1,1,7,11,0,0,3,3
703190,0,29,28,82,1,7,7,11,0,28,6,4
703195,0,27,0,93,1,3,7,11,0,0,3,5
703198,0,25,0,93,1,6,7,11,0,0,99,3
703200,0,23,0,73,2,7,6,11,0,0,3,5
703204,0,26,0,11,1,1,7,11,0,0,5,5
